Study number,Study authors & year,Number of samples,Number of mislabeled samples,fraction fish mislabeled,Fraud map category,Sampling Area (where retail fish purchased),Country,Date of Study,repeat?,fish name (sortable),seafood type,Label,Actual. (Latin),Actual. (Common),Species group,Total. N (mislabeled),Point in supply chain,Amount of processing,Notes,Health Risk,Species Geographic Range,IUCN Conservation Status,Reference ,Publishing date,Type of study,Website,In fraud map?,Fraud Map ID#,In endnote?,Mislabeling (DNA verified),Potentially Farmed?,farmed n,Fraud/mislabeling?,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper (shiromi-tai),Paralichthys dentatus,summer flounder,flounder,1,retail,,,P+EC,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Pinjalo lewisi,Slender pinjalo,snapper/pinjalo,1,retail,,not on FDA list,na,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Pollachius virens,saithe ,pollock,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,"red snapper, Boston Blue",Pollachius virens,saithe ,pollock,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Pristipomoides multidens,goldbanded jobfish,snapper/jobfish,1,retail,,,NT,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Pristipomoides multidens,goldbanded jobfish,snapper/jobfish,1,retail,,,NT,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Rhomboplites aurorubens,Vermilion snapper,snapper,1,retail,,,NT,,VU,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes aleutianus,rougheye rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,"red snapper (menu), Pacific NW rockfish (waiter)",Sebastes alutus,Pacific rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,"Pacific red snapper (sign), Pacific snapper (label)",Sebastes alutus,Pacific rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,"Pacific snapper (label), red snapper (display)",Sebastes alutus  ,Pacific rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,Pacific red snapper,Sebastes alutus  ,Pacific rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,Pacific red snapper,Sebastes alutus  ,Pacific rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,Pacific red snapper,Sebastes alutus  ,Pacific rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,Pacific red snapper,Sebastes alutus  ,Pacific rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,Pacific red snapper,Sebastes alutus  ,Pacific rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,Pacific red snapper,Sebastes alutus  ,Pacific rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes alutus  ,Pacific rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes alutus  ,Pacific rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes alutus  ,Pacific rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,local. red snapper,Sebastes crameri,darkblotched rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,Pacific red snapper,Sebastes crameri,darkblotched rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes crameri,darkblotched rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes crameri,darkblotched rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,Pacific red snapper,Sebastes entomelas,widow rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes entomelas,widow rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,"Red Snapper (counter), Pacific Snapper (label)",Sebastes entomelas,widow rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes flavidus,yellowtail rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,Pacific red snapper,Sebastes flavidus,yellowtail rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes flavidus,yellowtail rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes flavidus,yellowtail rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes flavidus,yellowtail rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes flavidus,yellowtail rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes flavidus,yellowtail rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes flavidus,yellowtail rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes flavidus,yellowtail rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,"red snapper (sign), Pacific snapper (label)",Sebastes flavidus,yellowtail rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,Red snapper or Pacific snapper,Sebastes flavidus,yellowtail rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red Oregon wild snapper,Sebastes flavidus,yellowtail rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes goodei,chillipepper rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes goodei,chillipepper rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes goodei,chillipepper rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes miniatus,vermilion rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes miniatus,vermilion rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes mystinus,blue rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, red",snapper,red snapper,Sebastes serranoides,olive rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes spp.,rockfish ,rockfish,1,retail,,,P,,,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sebastes spp.,rockfish ,rockfish,1,retail,,,P,,,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Red",snapper,red snapper,Sparus aurata,gilthead bream,bream,1,retail,,,,,LC,,2013,,,yes,,yes,,yes,1,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, rockfish",snapper,"snapper, rockfish",Sebastes flavidus,yellowtail rockfish,rockfish,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, Tai",snapper,tai kodai snapper,Pagrus auratus,silver seabream,seabream,1,retail,,,,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, vermillion",snapper,vermillion snapper,Lutjanus campechanus,red snapper,snapper,1,retail,,,NT,,VU,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, vermillion",snapper,vermillion snapper,Lutjanus campechanus,red snapper,snapper,1,retail,,,NT,,VU,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, vermillion",snapper,vermillion snapper,Lutjanus campechanus,red snapper,snapper,1,retail,,,NT,,VU,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, vermillion",snapper,vermillion snapper,Lutjanus campechanus,red snapper,snapper,1,retail,,,NT,,VU,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, vermillion",snapper,vermillion snapper,Lutjanus synagris,Lane Snapper,snapper,1,retail,,,NT,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, vermillion",snapper,vermillion snapper,Lutjanus synagris,Lane Snapper,snapper,1,retail,,,NT,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, wild Canada",snapper,wild Canada snapper,Sebastes spp.,rockfish ,rockfish,1,retail,,,P,,,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"snapper, yellowtail",snapper,yellowtail snapper,Lutjanus vivanus,silk snapper,snapper,1,retail,,,NT,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"sole, Dover",sole,Dover sole,Glyptocephalus zachirus,rex sole,sole,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"sole, Dover",sole,"wild Atlantic sole, Dover sole",Pangasius hypophthalmus,Striped Catfish (Swai/ Sutchi) ,"catfish, asian ",1,retail,,,EC+AqD,,,,2013,,,yes,,yes,,yes,1,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"sole, Grey",sole,grey sole,Limanda ferruginea,yellowtail flounder,flounder,1,retail,,,P+EC+AqD,,VU,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"sole, Grey",sole,grey sole,Limanda ferruginea,yellowtail flounder,flounder,1,retail,,,P+EC+AqD,,VU,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"sole, Lemon",sole,wild lemon sole,Hippoglossoides elassodon,flathead sole,sole,1,retail,,,na,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"sole, Lemon",sole,lemon sole,Limanda aspera,yellowfin sole,sole,1,retail,,,na,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"sole, Lemon",sole,lemon sole,Paralichthys dentatus,summer flounder,flounder,1,retail,,,P+EC,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"sole, Lemon",sole,lemon sole,Paralichthys dentatus,summer flounder,flounder,1,retail,,,P+EC,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"sole, Lemon",sole,lemon sole,Paralichthys dentatus,summer flounder,flounder,1,retail,,,P+EC,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"sole, Lemon",sole,lemon sole,Pseudopleuronectes americanus,blackback flounder,flounder,1,retail,,,P,,NE,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, Albacore",Tuna,maguro,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
