Study number,Study authors & year,Number of samples,Number of mislabeled samples,fraction fish mislabeled,Fraud map category,Sampling Area (where retail fish purchased),Country,Date of Study,repeat?,fish name (sortable),seafood type,Label,Actual. (Latin),Actual. (Common),Species group,Total. N (mislabeled),Point in supply chain,Amount of processing,Notes,Health Risk,Species Geographic Range,IUCN Conservation Status,Reference ,Publishing date,Type of study,Website,In fraud map?,Fraud Map ID#,In endnote?,Mislabeling (DNA verified),Potentially Farmed?,farmed n,Fraud/mislabeling?,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, Albacore",Tuna,albacore tuna,Not Specified,Not Specified,Not Specified,1,retail,,,,,,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, Albacore",Tuna,albacore tuna (shiro maguro),Not Specified,Not Specified,Not Specified,1,retail,,,,,,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, Bigeye",Tuna,bigeye tuna,Thunnus albacares,yellowfin tuna,tuna,1,retail,,,M+H,,NT,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, Bigeye",Tuna,bigeye tuna (chu-toro),Thunnus atlanticus,blackfin tuna,tuna,1,retail,,,M+H,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna (binnaga),Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna (ono),Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna (ono),Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,super white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,super white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,super white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,super white tuna (Kajiki maguro),Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,winter white tuna,Lepidocybium flavobrunneum,escolar,Escolar/oilfish,1,retail,,,M+H+P,,LC,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna (albacore),Not Specified,Not Specified,Not Specified,1,retail,,,M+H+P+NT+EC,,,,2013,,,yes,,yes,,,,,,,,,,,,,
121,Warner et al. 2013,,,,,"USA: Atlanta, Austin/Houston, Boston, Chicago, Denver, Kansas City, Los Angeles, Miami, New York, Orange County, Pennslvania, Portland, San Francisco, Seattle, Washington D.C.",USA,2010-2012,,"Tuna, White",Tuna,white tuna (albacore),Not Specified,Not Specified,Not Specified,1,retail,,,M+H+P+NT+EC,,,,2013,,,yes,,yes,,,,,,,,,,,,,
